assignment_id,incident_id,vehicle_id,priority,dispatch_time,vehicle_x_before,vehicle_y_before,incident_x,incident_y,distance,response_time,arrival_time,completion_time,vehicle_quadrant_before,idle_counts_before,idle_counts_after
A0020,I020,V17,1,8,76.56496026951046,94.8275983780857,18.93507983153292,21.97360458758604,92.89191315998261,92.89191315998261,100.89191315998261,108.89191315998261,UPPER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 1}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0021,I055,V13,2,14,92.64303765483909,21.72143845536112,39.145701023299,10.693505478017329,54.62215971948663,58.62215971948663,68.62215971948663,76.62215971948663,LOWER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 1, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0022,I048,V12,1,15,56.557418570074624,17.252688548626793,61.192101435996214,29.645535397135347,13.231135184792558,20.231135184792556,28.231135184792556,36.23113518479256,LOWER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 1, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0023,I100,V01,3,17,29.57872130135688,24.72582392581519,80.47125818634015,11.870312124580584,52.49108966540002,52.49108966540002,69.49108966540001,77.49108966540001,LOWER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 1, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0024,I019,V07,3,19,15.43462526047621,68.44818906712905,36.2733836951477,90.37090504501546,30.246641614329157,31.246641614329157,49.24664161432916,57.24664161432916,UPPER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 1, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 1}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 1}"
A0025,I082,V19,1,19,72.54173898200555,60.96057189732197,5.901732071291188,6.456583797392923,86.09050609595268,97.09050609595268,105.09050609595268,113.09050609595268,UPPER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 1}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0026,I015,V03,1,20,41.898703978461796,31.796764151122993,12.371898673638636,32.486112463910565,29.534851152583723,37.53485115258373,49.53485115258373,57.53485115258373,LOWER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 1, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 1, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 1, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0027,I098,V15,1,20,74.29712219543717,41.296248934609814,30.574891015682848,46.38805888410247,44.01772401996306,51.01772401996306,64.01772401996305,72.01772401996305,LOWER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 1, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0028,I052,V06,1,21,35.43935138814288,86.5427439717873,65.92942189457673,62.811404644553505,38.63704007492837,45.63704007492837,59.63704007492837,67.63704007492836,UPPER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 1, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 1, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 1, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0029,I094,V05,1,21,4.853782685736596,5.089592122002928,62.35957006258728,44.144708467363614,69.51415463473046,75.51415463473046,90.51415463473046,98.51415463473046,LOWER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 1, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0030,I099,V20,2,24,89.7252227330544,57.06963846252741,46.48562091156754,56.945133373364534,43.23978107250264,45.23978107250264,67.23978107250264,75.23978107250264,UPPER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 1}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0031,I043,V10,2,28,15.479080155049708,54.863980737850795,10.347716575250466,67.588914996716,13.72059926098461,17.72059926098461,41.72059926098461,49.72059926098461,UPPER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 2, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 1, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0032,I031,V08,2,28,26.440451511712904,64.54877162853995,23.260831998836572,96.70741633769647,32.31545156386375,32.31545156386375,60.31545156386375,68.31545156386375,UPPER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 1, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0033,I034,V14,2,32,79.63340154893571,14.938749257181916,35.29624192892029,93.13712428375229,89.89310084743362,91.89310084743362,121.89310084743362,129.89310084743363,LOWER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 2, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 1, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0034,I062,V11,1,32,96.49350096977827,19.238552624845727,76.31537799697139,71.16696376063997,55.71100905381087,71.71100905381087,87.71100905381087,95.71100905381087,LOWER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 1, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0035,I003,V18,2,33,98.06186668156082,99.9713705510925,36.32240629490521,68.2796424982871,69.3983183932319,69.3983183932319,102.3983183932319,110.3983183932319,UPPER_RIGHT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 1}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
A0036,I013,V02,2,34,9.29933957253468,27.90840778561794,88.8229602411022,88.62874567132391,100.05481336343854,101.05481336343854,134.05481336343854,142.05481336343854,LOWER_LEFT,"{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 1, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}","{<Quadrant.LOWER_LEFT: 'LOWER_LEFT'>: 0, <Quadrant.UPPER_LEFT: 'UPPER_LEFT'>: 0, <Quadrant.LOWER_RIGHT: 'LOWER_RIGHT'>: 0, <Quadrant.UPPER_RIGHT: 'UPPER_RIGHT'>: 0}"
