weighted_response_sum,weighted_response_mean,p3_mean_response,p3_median_response,p3_max_response,p3_min_response,p3_count,total_outage_minutes,outage_minutes_LL,outage_minutes_UL,outage_minutes_LR,outage_minutes_UR,total_incidents,assigned_incidents,waiting_incidents,invalid_assignment_attempts,duplicate_assignments,assignments_to_busy_vehicles,assignments_before_reveal,simulation_runtime,dispatcher_runtime,metrics_runtime,total_runtime
10297.89182172381,166.09502938264208,46.7104031307267,47.72815271387487,75.06784770849728,8.09629562308865,12,116,114,114,116,113,100,62,38,0,0,0,0,0.1725461483001709,0.0009646415710449219,0.0,0.1725461483001709
