seed,total_vehicles,total_incidents,priority_1_count,priority_2_count,priority_3_count,assigned_incidents,waiting_incidents,invalid_assignment_attempts,duplicate_assignments,assignments_to_busy_vehicles,assignments_before_reveal,weighted_response_sum,weighted_response_mean,p3_mean_response,p3_median_response,p3_max_response,p3_min_response,p3_count,total_outage_minutes,outage_minutes_LL,outage_minutes_UL,outage_minutes_LR,outage_minutes_UR,simulation_runtime,dispatcher_runtime,metrics_runtime,total_runtime
20260911,20,100,65,23,12,56,44,0,0,0,0,10735.821107100102,191.7110911982161,56.84018438580875,61.7508671544868,99.59493469448438,8.09629562308865,12,115,114,114,115,113,0.16352152824401855,0.0020525455474853516,0.0002963542938232422,0.16750311851501465
